,gender,match,same_race,age_o,race_o,decision_o,attractiveness_o,sincerity_o,intelligence_o,fun_o,ambition_o,shared_interest_o,like_o,age,field,field_cd,race,race_important,religion_important,from,goal,frequency_of_date,frequency_go_out,career,career_c,decision,attractiveness,sincerity,intelligence,fun,ambition,shared_interest,length,you_call,them_cal
6250,Male,No,No,24.0,European/Caucasion-American,No,6.0,9.0,8.0,5.0,6.0,9.0,7.0,27.0,Business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,Minneapolis,Seemed like a fan night out,Several times a year,Twice a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,7.0,6.0,6.0,6.0,5.0,7.0,Just Right,,
6251,Male,Yes,No,28.0,European/Caucasion-American,Yes,8.0,8.0,8.0,10.0,8.0,8.0,7.0,27.0,Business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,Minneapolis,Seemed like a fan night out,Several times a year,Twice a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,7.0,8.0,7.0,8.0,6.0,7.0,Just Right,,
6252,Male,No,No,27.0,European/Caucasion-American,No,1.0,5.0,,,,,5.0,27.0,Business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,Minneapolis,Seemed like a fan night out,Several times a year,Twice a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,6.0,7.0,8.0,8.0,8.0,8.0,Just Right,,
6253,Male,No,No,23.0,European/Caucasion-American,No,6.0,10.0,10.0,10.0,10.0,7.5,6.0,27.0,Business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,Minneapolis,Seemed like a fan night out,Several times a year,Twice a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,7.0,7.0,8.0,8.0,6.0,7.5,Just Right,,
6254,Male,Yes,No,25.0,European/Caucasion-American,Yes,7.0,7.0,8.0,9.0,10.0,6.0,8.0,27.0,Business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,Minneapolis,Seemed like a fan night out,Several times a year,Twice a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,8.0,8.0,6.0,8.0,8.0,8.0,Just Right,,
6255,Male,No,No,26.0,European/Caucasion-American,No,7.0,6.0,7.0,8.0,8.0,6.0,6.0,27.0,Business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,Minneapolis,Seemed like a fan night out,Several times a year,Twice a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,7.0,9.0,6.0,10.0,7.0,8.0,Just Right,,
6256,Male,No,No,25.0,European/Caucasion-American,No,7.0,9.0,8.0,8.0,8.0,7.0,7.0,27.0,Business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,Minneapolis,Seemed like a fan night out,Several times a year,Twice a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,8.0,8.0,8.0,8.0,8.0,8.0,Just Right,,
6257,Male,No,No,24.0,European/Caucasion-American,No,4.0,7.0,8.0,7.0,8.0,6.0,4.0,27.0,Business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,Minneapolis,Seemed like a fan night out,Several times a year,Twice a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,7.0,7.0,7.0,8.0,7.0,7.0,Just Right,,
6258,Male,No,No,21.0,European/Caucasion-American,No,4.0,10.0,10.0,10.0,10.0,10.0,8.0,27.0,Business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,Minneapolis,Seemed like a fan night out,Several times a year,Twice a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,6.0,6.0,7.0,9.0,7.0,3.0,Just Right,,
6259,Male,No,Yes,30.0,Asian/Pacific Islander/Asian-American,Yes,8.0,10.0,10.0,8.0,8.0,,8.0,27.0,Business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,Minneapolis,Seemed like a fan night out,Several times a year,Twice a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,2.0,4.0,4.0,5.0,4.0,4.0,Just Right,,
6260,Male,No,No,28.0,European/Caucasion-American,No,5.0,7.0,6.0,8.0,5.0,3.0,5.0,27.0,Business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,Minneapolis,Seemed like a fan night out,Several times a year,Twice a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,8.0,8.0,8.0,8.0,8.0,8.0,Just Right,,
6261,Male,No,No,26.0,European/Caucasion-American,No,3.0,2.0,10.0,10.0,10.0,3.0,5.0,27.0,Business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,Minneapolis,Seemed like a fan night out,Several times a year,Twice a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,7.0,8.0,7.0,8.0,7.0,8.0,Just Right,,
6262,Male,Yes,No,22.0,European/Caucasion-American,Yes,8.0,8.0,8.0,8.0,7.0,7.0,8.0,27.0,Business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,Minneapolis,Seemed like a fan night out,Several times a year,Twice a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,5.0,7.0,6.0,6.0,4.0,7.0,Just Right,,
6263,Male,No,No,24.0,European/Caucasion-American,No,5.0,8.0,8.0,8.0,8.0,4.0,7.0,27.0,Business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,Minneapolis,Seemed like a fan night out,Several times a year,Twice a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,4.0,2.0,3.0,3.0,1.0,0.0,Just Right,,
6264,Male,Yes,No,33.0,European/Caucasion-American,Yes,7.0,8.0,7.0,8.0,,8.0,8.0,27.0,Business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,Minneapolis,Seemed like a fan night out,Several times a year,Twice a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,8.0,8.0,8.0,8.0,8.0,8.0,Just Right,,
6265,Male,No,Yes,25.0,Asian/Pacific Islander/Asian-American,No,5.0,8.0,8.0,6.0,8.0,6.0,5.0,27.0,Business,Business/Econ/Finance,Asian/Pacific Islander/Asian-American,1.0,1.0,Minneapolis,Seemed like a fan night out,Several times a year,Twice a week,Finance,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,5.0,6.0,5.0,5.0,5.0,3.0,Just Right,,
6266,Male,No,Yes,38.0,European/Caucasion-American,Yes,7.0,9.0,8.0,7.0,7.0,9.0,8.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,No,7.0,6.0,7.0,6.0,9.0,8.0,Just Right,1.0,0.0
6267,Male,No,No,33.0,Black/African American,Yes,5.0,7.0,7.0,7.0,7.0,7.0,5.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,No,6.0,7.0,7.0,6.0,7.0,10.0,Just Right,1.0,0.0
6268,Male,No,Yes,24.0,European/Caucasion-American,Yes,10.0,10.0,10.0,10.0,10.0,10.0,10.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,No,10.0,10.0,10.0,10.0,10.0,10.0,Just Right,1.0,0.0
6269,Male,No,Yes,28.0,European/Caucasion-American,Yes,10.0,10.0,10.0,10.0,10.0,10.0,10.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,No,10.0,10.0,10.0,10.0,10.0,10.0,Just Right,1.0,0.0
6270,Male,No,Yes,27.0,European/Caucasion-American,Yes,5.0,6.0,6.0,5.0,,,6.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,No,6.0,8.0,8.0,7.0,6.0,4.0,Just Right,1.0,0.0
6271,Male,Yes,Yes,23.0,European/Caucasion-American,Yes,9.0,10.0,10.0,7.0,9.0,9.0,9.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,Yes,7.0,7.0,8.0,9.0,6.0,7.0,Just Right,1.0,0.0
6272,Male,No,Yes,25.0,European/Caucasion-American,Yes,6.0,10.0,7.0,7.0,7.0,10.0,8.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,No,7.0,7.0,6.0,8.0,7.0,5.0,Just Right,1.0,0.0
6273,Male,No,Yes,26.0,European/Caucasion-American,Yes,8.0,8.0,8.0,7.0,,,7.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,No,7.0,9.0,9.0,7.0,9.0,4.0,Just Right,1.0,0.0
6274,Male,Yes,Yes,25.0,European/Caucasion-American,Yes,8.0,8.0,8.0,8.0,8.0,8.0,8.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,Yes,8.0,8.0,8.0,8.0,7.0,6.0,Just Right,1.0,0.0
6275,Male,No,Yes,24.0,European/Caucasion-American,No,6.0,8.0,8.0,6.0,8.0,5.0,4.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,Yes,8.0,7.0,6.0,8.0,7.0,6.0,Just Right,1.0,0.0
6276,Male,No,Yes,21.0,European/Caucasion-American,No,9.0,10.0,6.0,6.0,6.0,6.0,6.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,No,6.0,7.0,8.0,8.0,6.0,4.0,Just Right,1.0,0.0
6277,Male,No,No,30.0,Asian/Pacific Islander/Asian-American,Yes,8.0,10.0,10.0,6.0,8.0,,8.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,No,6.0,8.0,10.0,7.0,9.0,3.0,Just Right,1.0,0.0
6278,Male,No,Yes,28.0,European/Caucasion-American,No,6.0,10.0,9.0,7.0,8.0,5.0,6.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,No,6.0,7.0,6.0,6.0,7.0,8.0,Just Right,1.0,0.0
6279,Male,No,Yes,26.0,European/Caucasion-American,No,5.0,8.0,7.0,6.0,6.0,5.0,6.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,Yes,7.0,6.0,7.0,6.0,8.0,9.0,Just Right,1.0,0.0
6280,Male,No,Yes,22.0,European/Caucasion-American,Yes,8.0,8.0,8.0,8.0,8.0,7.0,7.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,No,6.0,8.0,8.0,7.0,7.0,8.0,Just Right,1.0,0.0
6281,Male,No,Yes,24.0,European/Caucasion-American,No,6.0,9.0,8.0,6.0,7.0,7.0,7.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,No,6.0,8.0,8.0,7.0,7.0,9.0,Just Right,1.0,0.0
6282,Male,No,Yes,33.0,European/Caucasion-American,Yes,6.0,9.0,8.0,6.0,6.0,9.0,7.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,No,6.0,7.0,8.0,7.0,7.0,7.0,Just Right,1.0,0.0
6283,Male,No,No,25.0,Asian/Pacific Islander/Asian-American,Yes,6.0,8.0,8.0,5.0,4.0,6.0,6.0,24.0,Film,Film,European/Caucasion-American,1.0,1.0,New Jersey,To get a date,Twice a month,Twice a week,Screenwriter,Creative Arts/ Entertainment,No,6.0,6.0,7.0,3.0,7.0,8.0,Just Right,1.0,0.0
6284,Male,No,No,38.0,European/Caucasion-American,No,7.0,9.0,8.0,9.0,8.0,9.0,8.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,Yes,7.0,6.0,8.0,7.0,7.0,6.0,Just Right,,
6285,Male,No,No,33.0,Black/African American,Yes,5.0,6.0,7.0,6.0,6.0,6.0,5.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,No,8.0,9.0,9.0,9.0,8.0,7.0,Just Right,,
6286,Male,No,No,24.0,European/Caucasion-American,No,7.0,10.0,6.0,6.0,6.0,6.0,6.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,Yes,7.0,8.0,8.0,8.0,8.0,7.0,Just Right,,
6287,Male,Yes,No,28.0,European/Caucasion-American,Yes,7.0,6.0,6.0,8.0,6.0,8.0,7.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,Yes,8.0,7.0,7.0,8.0,6.0,6.0,Just Right,,
6288,Male,No,No,27.0,European/Caucasion-American,No,7.0,6.0,5.0,5.0,4.0,,6.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,No,4.0,8.0,4.0,6.0,6.0,6.0,Just Right,,
6289,Male,No,No,23.0,European/Caucasion-American,No,3.0,3.0,3.0,3.0,3.0,3.0,1.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,Yes,6.0,8.0,8.0,8.0,8.0,7.0,Just Right,,
6290,Male,Yes,No,25.0,European/Caucasion-American,Yes,10.0,10.0,8.0,10.0,10.0,10.0,9.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,Yes,7.0,8.0,7.0,7.0,6.0,,Just Right,,
6291,Male,No,No,26.0,European/Caucasion-American,Yes,8.0,6.0,6.0,7.0,7.0,,7.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,No,6.0,8.0,9.0,8.0,8.0,6.0,Just Right,,
6292,Male,Yes,No,25.0,European/Caucasion-American,Yes,9.0,8.0,8.0,8.0,8.0,8.0,8.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,Yes,9.0,8.0,8.0,10.0,9.0,,Just Right,,
6293,Male,No,No,24.0,European/Caucasion-American,No,6.0,6.0,6.0,6.0,7.0,5.0,3.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,No,5.0,5.0,5.0,5.0,5.0,,Just Right,,
6294,Male,Yes,No,21.0,European/Caucasion-American,Yes,9.0,10.0,10.0,10.0,10.0,10.0,9.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,Yes,7.0,7.0,8.0,8.0,7.0,8.0,Just Right,,
6295,Male,No,No,30.0,Asian/Pacific Islander/Asian-American,Yes,6.0,8.0,8.0,6.0,8.0,,6.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,No,3.0,2.0,2.5,3.0,3.0,0.0,Just Right,,
6296,Male,No,No,28.0,European/Caucasion-American,No,5.0,5.0,6.0,6.0,9.0,5.0,6.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,No,6.0,7.0,8.0,8.0,7.0,7.0,Just Right,,
6297,Male,No,No,26.0,European/Caucasion-American,No,3.0,3.0,4.0,4.0,8.0,2.0,3.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,No,4.0,6.0,6.0,8.0,7.0,7.0,Just Right,,
6298,Male,No,No,22.0,European/Caucasion-American,Yes,7.0,8.0,9.0,7.0,8.0,7.0,8.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,No,6.0,7.0,8.0,7.0,9.0,8.0,Just Right,,
6299,Male,No,No,24.0,European/Caucasion-American,No,7.0,7.0,8.0,7.0,7.0,5.0,6.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,No,5.0,5.0,9.0,8.0,7.0,5.0,Just Right,,
6300,Male,No,No,33.0,European/Caucasion-American,No,7.0,7.0,7.0,9.0,7.0,,5.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,No,4.0,3.0,2.0,2.0,2.0,2.0,Just Right,,
6301,Male,Yes,No,25.0,Asian/Pacific Islander/Asian-American,Yes,8.0,9.0,9.0,9.0,8.0,6.0,8.0,24.0,International Affairs,Political Science/ International Affairs,Latino/Hispanic American,1.0,1.0,NYC,To meet new people,Almost never,Several times a week,Diplomat/Business,International /Humanitarian Affairs,Yes,5.0,8.0,9.0,8.0,8.0,7.0,Just Right,,
6302,Male,No,Yes,38.0,European/Caucasion-American,No,7.0,9.0,9.0,7.0,8.0,5.0,7.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,No,6.0,6.0,8.0,5.0,9.0,4.0,Too little,,
6303,Male,Yes,No,33.0,Black/African American,Yes,8.0,8.0,8.0,8.0,8.0,8.0,7.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,Yes,7.0,9.0,9.0,8.0,7.0,5.0,Too little,,
6304,Male,Yes,Yes,24.0,European/Caucasion-American,Yes,8.0,8.0,8.0,8.0,8.0,9.0,8.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,Yes,7.0,7.0,7.0,7.0,7.0,8.0,Too little,,
6305,Male,No,Yes,28.0,European/Caucasion-American,Yes,6.0,8.0,8.0,8.0,6.0,8.0,6.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,No,3.0,6.0,7.0,4.0,7.0,2.0,Too little,,
6306,Male,No,Yes,27.0,European/Caucasion-American,No,1.0,,,,,,2.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,No,5.0,6.0,6.0,5.0,6.0,3.0,Too little,,
6307,Male,Yes,Yes,23.0,European/Caucasion-American,Yes,7.0,10.0,10.0,6.0,8.0,7.0,7.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,Yes,7.0,9.0,8.0,8.0,7.0,6.0,Too little,,
6308,Male,Yes,Yes,25.0,European/Caucasion-American,Yes,9.0,9.0,9.0,9.0,9.0,7.0,9.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,Yes,8.0,8.0,8.0,7.0,7.0,8.0,Too little,,
6309,Male,No,Yes,26.0,European/Caucasion-American,No,7.0,8.0,7.0,7.0,,,6.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,No,5.0,7.0,7.0,6.0,5.0,4.0,Too little,,
6310,Male,No,Yes,25.0,European/Caucasion-American,Yes,8.0,8.0,9.0,8.0,8.0,7.0,8.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,No,7.0,6.0,7.0,6.0,6.0,5.0,Too little,,
6311,Male,No,Yes,24.0,European/Caucasion-American,No,5.0,6.0,7.0,6.0,7.0,4.0,3.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,No,7.0,6.0,7.0,5.0,5.0,6.0,Too little,,
6312,Male,Yes,Yes,21.0,European/Caucasion-American,Yes,7.0,10.0,4.0,8.0,,9.0,8.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,Yes,6.0,8.0,9.0,8.0,8.0,6.0,Too little,,
6313,Male,No,No,30.0,Asian/Pacific Islander/Asian-American,Yes,8.0,10.0,8.0,6.0,,,6.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,No,,,,,,,Too little,,
6314,Male,No,Yes,28.0,European/Caucasion-American,No,8.0,6.0,6.0,7.0,6.0,5.0,5.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,No,7.0,8.0,8.0,7.0,6.0,7.0,Too little,,
6315,Male,No,Yes,26.0,European/Caucasion-American,Yes,8.0,10.0,10.0,8.0,8.0,9.0,9.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,No,6.0,8.0,8.0,6.0,8.0,8.0,Too little,,
6316,Male,No,Yes,22.0,European/Caucasion-American,Yes,7.0,7.0,7.0,7.0,7.0,7.0,6.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,No,4.0,8.0,8.0,6.0,7.0,3.0,Too little,,
6317,Male,No,Yes,24.0,European/Caucasion-American,No,4.0,9.0,8.0,7.0,6.0,6.0,7.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,No,6.0,9.0,9.0,7.0,8.0,4.0,Too little,,
6318,Male,No,Yes,33.0,European/Caucasion-American,Yes,8.0,8.0,,8.0,,9.0,8.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,No,7.0,6.0,7.0,6.0,5.0,5.0,Too little,,
6319,Male,No,No,25.0,Asian/Pacific Islander/Asian-American,No,7.0,9.0,9.0,7.0,7.0,4.0,7.0,23.0,biomedical engineering,Engineering,European/Caucasion-American,5.0,5.0,france,To meet new people,Several times a year,Once a week,research - teaching,Academic / Research,No,7.0,8.0,7.0,7.0,7.0,8.0,Too little,,
6320,Male,No,Yes,38.0,European/Caucasion-American,No,9.0,6.0,8.0,7.0,7.0,8.0,7.0,27.0,Business,Business/Econ/Finance,European/Caucasion-American,8.0,8.0,"Austin, TX",Seemed like a fan night out,Once a month,Several times a week,business,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,7.0,7.0,10.0,9.0,10.0,5.0,,,
6321,Male,No,No,33.0,Black/African American,Yes,4.0,6.0,7.0,6.0,8.0,6.0,6.0,27.0,Business,Business/Econ/Finance,European/Caucasion-American,8.0,8.0,"Austin, TX",Seemed like a fan night out,Once a month,Several times a week,business,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,6.0,10.0,10.0,5.0,8.0,5.0,,,
6322,Male,No,Yes,24.0,European/Caucasion-American,Yes,6.0,9.0,8.0,8.0,7.0,8.0,7.0,27.0,Business,Business/Econ/Finance,European/Caucasion-American,8.0,8.0,"Austin, TX",Seemed like a fan night out,Once a month,Several times a week,business,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,4.0,3.0,5.0,8.0,8.0,2.0,,,
6323,Male,No,Yes,28.0,European/Caucasion-American,Yes,6.0,8.0,7.0,7.0,7.0,6.0,6.0,27.0,Business,Business/Econ/Finance,European/Caucasion-American,8.0,8.0,"Austin, TX",Seemed like a fan night out,Once a month,Several times a week,business,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,7.0,5.0,6.0,2.0,10.0,3.0,,,
6324,Male,No,Yes,27.0,European/Caucasion-American,No,3.0,5.0,5.0,,,,6.0,27.0,Business,Business/Econ/Finance,European/Caucasion-American,8.0,8.0,"Austin, TX",Seemed like a fan night out,Once a month,Several times a week,business,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,6.0,10.0,4.0,5.0,6.0,4.0,,,
6325,Male,No,Yes,23.0,European/Caucasion-American,Yes,10.0,10.0,10.0,10.0,10.0,10.0,10.0,27.0,Business,Business/Econ/Finance,European/Caucasion-American,8.0,8.0,"Austin, TX",Seemed like a fan night out,Once a month,Several times a week,business,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,5.0,4.0,4.0,4.0,5.0,10.0,,,
6326,Male,Yes,Yes,25.0,European/Caucasion-American,Yes,10.0,10.0,10.0,10.0,7.0,7.0,9.0,27.0,Business,Business/Econ/Finance,European/Caucasion-American,8.0,8.0,"Austin, TX",Seemed like a fan night out,Once a month,Several times a week,business,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,Yes,9.0,10.0,5.0,7.0,3.0,5.0,,,
6327,Male,No,Yes,26.0,European/Caucasion-American,Yes,8.0,8.0,8.0,7.0,,,8.0,27.0,Business,Business/Econ/Finance,European/Caucasion-American,8.0,8.0,"Austin, TX",Seemed like a fan night out,Once a month,Several times a week,business,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,5.0,10.0,4.0,3.0,3.0,2.0,,,
